seed_name,seed_variety,seed_type,seed_quality,crop,season,soil_type,field_composition,soil_ph,temperature,humidity,rainfall,moisture,field_quality,field_history,state,district,recommended_crop,recommended_seed,area,production,yield
Maize seed,HQPM1,HYV,Fresh,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",6.1,21,62,778,41,High,Wheat,Gujarat,Junagadh,Maize,HQPM1,429,1087,4924
Soybean seed,JS9560,Desi,Fresh,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.4,25,54,851,69,High,Fallow,Chhattisgarh,Durg,Soybean,NRC37,188,1957,4294
Rice seed,IR64,Hybrid,Old,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",6.2,28,81,1050,54,Medium,Fallow,Odisha,Balasore,Rice,Swarna,172,868,2513
Cotton seed,RCH2,HYV,Fresh,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.3,32,60,718,26,High,Groundnut,Rajasthan,Kota,Cotton,Bt Cotton,187,1290,3956
Soybean seed,JS335,Desi,Old,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.3,20,65,626,57,High,Cotton,Andhra Pradesh,Guntur,Soybean,JS335,155,1680,4962
Wheat seed,PBW343,Desi,Old,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",7.4,21,65,462,64,High,Soybean,Telangana,Nizamabad,Wheat,Lok1,419,1019,4392
Rice seed,Swarna,Hybrid,Old,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",6.0,29,77,968,56,Medium,Fallow,Punjab,Amritsar,Rice,IR64,314,1406,2342
Maize seed,DHM117,HYV,Old,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",6.9,28,64,662,28,High,Fallow,Chhattisgarh,Bilaspur,Maize,Ganga5,216,716,2398
Cotton seed,Bollgard,HYV,Fresh,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.4,29,45,615,34,Low,Soybean,Uttar Pradesh,Lucknow,Cotton,Bt Cotton,449,126,4644
Wheat seed,HD2967,Desi,Old,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",7.3,16,57,531,75,Medium,Maize,Haryana,Karnal,Wheat,HD3086,423,1289,3783
Gram seed,Pusa372,HYV,Old,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",7.1,16,37,482,45,Low,Soybean,Andhra Pradesh,Guntur,Gram,JG16,295,1609,4226
Rice seed,Swarna,Hybrid,Old,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",5.8,32,81,1366,65,High,Pulses,Bihar,Bhagalpur,Rice,IR64,306,1611,1928
Rice seed,Swarna,Hybrid,Old,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",6.5,32,84,1369,25,Low,Fallow,Chhattisgarh,Rajnandgaon,Rice,Swarna,372,728,2744
Mustard seed,Varuna,HYV,Old,Mustard,Rabi,Alluvial,River-deposited fertile alluvium with good organic matter,6.6,20,37,471,39,High,Wheat,Tamil Nadu,Coimbatore,Mustard,Varuna,245,192,2426
Rice seed,IR64,Desi,Fresh,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",5.9,32,90,985,72,High,Fallow,Maharashtra,Nagpur,Rice,MTU7029,465,1673,2766
Gram seed,Pusa372,Hybrid,Fresh,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.9,16,56,328,44,Medium,Soybean,West Bengal,Bardhaman,Gram,JG11,112,910,2283
Mustard seed,Pusa Bold,Desi,Old,Mustard,Rabi,Alluvial,River-deposited fertile alluvium with good organic matter,6.8,19,55,480,85,Low,Bajra,West Bengal,Murshidabad,Mustard,Varuna,428,1578,2188
Rice seed,BPT5204,Desi,Old,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",6.8,25,81,1229,76,Low,Fallow,Rajasthan,Ajmer,Rice,Swarna,391,1591,4294
Soybean seed,NRC37,Hybrid,Fresh,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.6,23,60,882,67,Medium,Wheat,Rajasthan,Kota,Soybean,NRC37,357,1033,3891
Cotton seed,RCH2,Desi,Old,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.0,26,48,827,77,High,Groundnut,Uttar Pradesh,Varanasi,Cotton,Bt Cotton,387,1453,3393
Soybean seed,JS9560,Desi,Fresh,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.5,22,58,504,54,Medium,Cotton,Uttar Pradesh,Meerut,Soybean,JS9560,311,471,2263
Wheat seed,HD2967,Desi,Fresh,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.3,15,48,612,51,Medium,Rice,Gujarat,Junagadh,Wheat,HD2967,193,328,3097
Wheat seed,HD3086,Desi,Old,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.5,24,46,562,82,Medium,Maize,Tamil Nadu,Coimbatore,Wheat,Lok1,298,948,4738
Soybean seed,JS335,HYV,Fresh,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.7,27,67,707,63,High,Wheat,Maharashtra,Nagpur,Soybean,JS335,437,1786,3637
Mustard seed,Varuna,HYV,Fresh,Mustard,Rabi,Alluvial,River-deposited fertile alluvium with good organic matter,7.2,16,50,477,83,High,Bajra,Andhra Pradesh,Anantapur,Mustard,RH30,303,1804,4919
Maize seed,HQPM1,Desi,Fresh,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",6.0,26,55,729,66,High,Fallow,Madhya Pradesh,Indore,Maize,DHM117,193,1489,2368
Bajra seed,ICTP8203,Desi,Fresh,Bajra,Kharif,Sandy,"Light sandy soil, fast drainage, low water retention",6.3,25,39,567,84,Medium,Fallow,Bihar,Bhagalpur,Bajra,RHB121,440,189,3010
Gram seed,Pusa372,HYV,Fresh,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.7,24,39,448,71,High,Soybean,Tamil Nadu,Thanjavur,Gram,JG16,456,1939,1925
Gram seed,Pusa372,Hybrid,Old,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.2,20,36,464,53,Low,Soybean,Punjab,Ludhiana,Gram,JG16,370,1819,3423
Bajra seed,RHB121,HYV,Fresh,Bajra,Kharif,Sandy,"Light sandy soil, fast drainage, low water retention",6.9,26,37,561,51,Medium,Mustard,Madhya Pradesh,Jabalpur,Bajra,HHB67,487,869,2042
Gram seed,JG11,Desi,Fresh,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",7.4,22,49,461,50,High,Rice,Maharashtra,Pune,Gram,JG11,495,1899,3800
Bajra seed,RHB121,HYV,Old,Bajra,Kharif,Sandy,"Light sandy soil, fast drainage, low water retention",6.6,25,36,435,37,Medium,Fallow,Bihar,Gaya,Bajra,ICTP8203,344,1877,2145
Maize seed,DHM117,Hybrid,Old,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",6.9,29,71,558,64,Low,Rice,Madhya Pradesh,Jabalpur,Maize,PMH1,363,836,4145
Wheat seed,HD2967,Hybrid,Old,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",7.4,19,57,597,44,High,Rice,Chhattisgarh,Rajnandgaon,Wheat,PBW343,75,976,4867
Maize seed,PMH1,Hybrid,Fresh,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",6.0,23,62,657,25,High,Wheat,Karnataka,Raichur,Maize,Ganga5,406,1102,4173
Maize seed,HQPM1,Desi,Fresh,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",6.6,30,50,670,48,Low,Wheat,Tamil Nadu,Madurai,Maize,DHM117,274,1128,3815
Wheat seed,Lok1,Hybrid,Old,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.2,22,54,407,57,High,Soybean,Punjab,Ludhiana,Wheat,PBW343,468,1208,2978
Bajra seed,ICTP8203,Hybrid,Fresh,Bajra,Kharif,Sandy,"Light sandy soil, fast drainage, low water retention",6.0,33,48,369,70,Low,Fallow,Maharashtra,Pune,Bajra,HHB67,150,917,4271
Bajra seed,HHB67,Hybrid,Old,Bajra,Kharif,Sandy,"Light sandy soil, fast drainage, low water retention",6.2,31,41,526,60,Medium,Gram,Andhra Pradesh,Guntur,Bajra,HHB67,302,1399,3361
Maize seed,DHM117,Hybrid,Fresh,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",6.3,20,73,786,77,Medium,Wheat,Maharashtra,Pune,Maize,Ganga5,211,996,2735
Soybean seed,NRC37,HYV,Fresh,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.5,25,65,845,34,High,Cotton,Madhya Pradesh,Bhopal,Soybean,NRC37,394,1540,2479
Rice seed,Swarna,HYV,Old,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",5.6,24,80,1364,32,High,Fallow,West Bengal,Bardhaman,Rice,Swarna,347,859,1655
Maize seed,HQPM1,HYV,Fresh,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",6.6,20,60,729,33,Low,Rice,Odisha,Balasore,Maize,Ganga5,385,307,1885
Maize seed,DHM117,HYV,Old,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",7.0,23,58,521,47,Medium,Rice,Madhya Pradesh,Ujjain,Maize,PMH1,199,1662,4070
Mustard seed,Pusa Bold,Desi,Old,Mustard,Rabi,Alluvial,River-deposited fertile alluvium with good organic matter,7.1,12,38,425,79,Medium,Fallow,Andhra Pradesh,Guntur,Mustard,Pusa Bold,257,1373,1664
Bajra seed,ICTP8203,HYV,Fresh,Bajra,Kharif,Sandy,"Light sandy soil, fast drainage, low water retention",5.9,26,55,490,57,Medium,Mustard,Andhra Pradesh,Vijayawada,Bajra,RHB121,89,1927,3334
Maize seed,DHM117,HYV,Fresh,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",6.2,28,52,678,75,Low,Rice,Chhattisgarh,Bilaspur,Maize,Ganga5,348,449,2945
Gram seed,Pusa372,Hybrid,Fresh,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",7.4,20,56,343,53,Low,Rice,Chhattisgarh,Durg,Gram,JG16,467,298,3055
Wheat seed,PBW343,HYV,Old,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",7.5,24,49,538,50,Medium,Soybean,Andhra Pradesh,Vijayawada,Wheat,Lok1,143,1252,1835
Gram seed,Pusa372,HYV,Old,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",7.3,17,56,358,30,Medium,Fallow,Uttar Pradesh,Kanpur,Gram,JG11,391,1849,4047
Mustard seed,Pusa Bold,HYV,Fresh,Mustard,Rabi,Alluvial,River-deposited fertile alluvium with good organic matter,6.1,19,35,406,62,Medium,Fallow,Chhattisgarh,Raipur,Mustard,Varuna,172,1090,1728
Bajra seed,ICTP8203,HYV,Old,Bajra,Kharif,Sandy,"Light sandy soil, fast drainage, low water retention",5.7,32,41,600,85,Medium,Gram,Odisha,Cuttack,Bajra,HHB67,484,1160,1977
Maize seed,PMH1,HYV,Old,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",6.6,22,74,717,35,Medium,Rice,Haryana,Rohtak,Maize,Ganga5,54,1072,2118
Gram seed,JG16,HYV,Old,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",7.1,25,53,487,47,Medium,Fallow,West Bengal,Murshidabad,Gram,Pusa372,282,770,3162
Rice seed,BPT5204,Desi,Fresh,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",6.5,24,83,1314,64,Medium,Pulses,West Bengal,Kolkata,Rice,IR64,133,1270,3124
Bajra seed,HHB67,HYV,Fresh,Bajra,Kharif,Sandy,"Light sandy soil, fast drainage, low water retention",6.8,26,46,407,31,Medium,Gram,West Bengal,Malda,Bajra,HHB67,308,1856,2437
Wheat seed,HD3086,HYV,Old,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.1,22,51,561,63,Medium,Rice,Bihar,Muzaffarpur,Wheat,PBW343,68,1005,4610
Bajra seed,RHB121,Desi,Old,Bajra,Kharif,Sandy,"Light sandy soil, fast drainage, low water retention",5.9,33,36,532,74,Medium,Gram,West Bengal,Bardhaman,Bajra,ICTP8203,169,563,2755
Gram seed,JG11,Hybrid,Fresh,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.3,20,50,450,51,High,Rice,Punjab,Ludhiana,Gram,JG16,116,1816,3277
Mustard seed,Pusa Bold,Hybrid,Old,Mustard,Rabi,Alluvial,River-deposited fertile alluvium with good organic matter,6.6,10,52,337,74,Low,Wheat,Chhattisgarh,Raipur,Mustard,RH30,462,813,2261
Gram seed,JG11,Hybrid,Old,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",7.2,18,40,357,46,Medium,Fallow,Andhra Pradesh,Kurnool,Gram,Pusa372,441,1710,2042
Cotton seed,Bollgard,HYV,Fresh,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.5,24,46,717,50,High,Groundnut,Bihar,Patna,Cotton,Bollgard,202,284,3080
Cotton seed,Bt Cotton,HYV,Old,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.1,23,57,700,67,Low,Fallow,Gujarat,Surat,Cotton,Bollgard,201,209,4503
Soybean seed,JS335,HYV,Old,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.5,27,74,849,35,Low,Wheat,Maharashtra,Akola,Soybean,NRC37,364,989,4489
Maize seed,DHM117,Desi,Fresh,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",6.5,25,73,714,48,Medium,Fallow,Karnataka,Raichur,Maize,PMH1,490,981,1574
Soybean seed,NRC37,Hybrid,Old,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.1,27,58,547,78,High,Wheat,Karnataka,Belagavi,Soybean,NRC37,142,1661,4171
Gram seed,JG11,HYV,Old,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",7.3,23,52,445,53,High,Soybean,Andhra Pradesh,Vijayawada,Gram,JG16,85,1107,3034
Cotton seed,Bt Cotton,Hybrid,Fresh,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.7,28,52,831,39,High,Fallow,Uttar Pradesh,Meerut,Cotton,RCH2,208,1336,2089
Maize seed,DHM117,Desi,Old,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",5.9,22,53,733,49,High,Fallow,Karnataka,Mysuru,Maize,HQPM1,150,217,2112
Mustard seed,Pusa Bold,Hybrid,Fresh,Mustard,Rabi,Alluvial,River-deposited fertile alluvium with good organic matter,7.0,17,47,332,54,High,Bajra,Tamil Nadu,Thanjavur,Mustard,RH30,126,869,2431
Mustard seed,RH30,HYV,Old,Mustard,Rabi,Alluvial,River-deposited fertile alluvium with good organic matter,7.0,22,56,486,45,Low,Wheat,Telangana,Hyderabad,Mustard,Varuna,304,1948,1733
Rice seed,IR64,HYV,Fresh,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",5.8,29,89,1035,78,Low,Fallow,Madhya Pradesh,Jabalpur,Rice,IR64,390,1644,3696
Cotton seed,Bt Cotton,Hybrid,Old,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.4,28,55,722,74,High,Groundnut,Bihar,Patna,Cotton,Bunny Bt,145,1976,4501
Cotton seed,Bt Cotton,Hybrid,Fresh,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.9,25,70,806,36,Medium,Soybean,Madhya Pradesh,Ujjain,Cotton,Bollgard,253,1823,3895
Soybean seed,NRC37,Hybrid,Old,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.4,30,68,632,78,Low,Wheat,Punjab,Bathinda,Soybean,JS9560,394,467,2133
Rice seed,IR64,HYV,Old,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",6.1,26,70,1259,47,Low,Pulses,Haryana,Hisar,Rice,BPT5204,428,1884,2646
Wheat seed,HD3086,Desi,Fresh,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",7.1,20,53,465,25,Low,Soybean,Maharashtra,Akola,Wheat,Lok1,113,955,3417
Soybean seed,NRC37,Hybrid,Old,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.5,28,59,846,53,Low,Wheat,Chhattisgarh,Rajnandgaon,Soybean,NRC37,406,1872,1978
Rice seed,BPT5204,Hybrid,Fresh,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",6.0,30,81,1031,67,Low,Pulses,Uttar Pradesh,Meerut,Rice,MTU7029,207,1961,4756
Rice seed,IR64,Desi,Old,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",6.0,24,77,1318,78,Low,Pulses,Karnataka,Belagavi,Rice,Swarna,132,849,4162
Cotton seed,Bunny Bt,Hybrid,Old,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.8,27,56,808,43,Low,Groundnut,Odisha,Puri,Cotton,Bunny Bt,487,1396,2954
Bajra seed,HHB67,Hybrid,Fresh,Bajra,Kharif,Sandy,"Light sandy soil, fast drainage, low water retention",5.7,27,53,417,38,High,Fallow,Madhya Pradesh,Jabalpur,Bajra,ICTP8203,155,1347,3600
Mustard seed,RH30,HYV,Old,Mustard,Rabi,Alluvial,River-deposited fertile alluvium with good organic matter,6.9,22,36,433,67,Medium,Fallow,Punjab,Patiala,Mustard,Varuna,248,773,4317
Mustard seed,RH30,Hybrid,Fresh,Mustard,Rabi,Alluvial,River-deposited fertile alluvium with good organic matter,7.4,18,37,338,68,High,Wheat,Gujarat,Ahmedabad,Mustard,RH30,228,1567,1878
Mustard seed,Varuna,Hybrid,Old,Mustard,Rabi,Alluvial,River-deposited fertile alluvium with good organic matter,6.8,15,45,463,70,Low,Bajra,Madhya Pradesh,Bhopal,Mustard,RH30,468,524,2856
Rice seed,MTU7029,HYV,Fresh,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",6.6,28,76,1126,78,High,Wheat,Maharashtra,Akola,Rice,IR64,171,450,3727
Mustard seed,RH30,Desi,Fresh,Mustard,Rabi,Alluvial,River-deposited fertile alluvium with good organic matter,6.9,20,59,403,84,High,Wheat,Punjab,Ludhiana,Mustard,Varuna,199,536,2211
Gram seed,Pusa372,Hybrid,Fresh,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.6,24,54,399,37,High,Rice,Maharashtra,Akola,Gram,JG16,206,1150,1693
Bajra seed,RHB121,Desi,Fresh,Bajra,Kharif,Sandy,"Light sandy soil, fast drainage, low water retention",5.8,33,37,575,74,Medium,Fallow,Punjab,Amritsar,Bajra,HHB67,468,1030,4518
Cotton seed,Bunny Bt,Hybrid,Fresh,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.8,26,66,743,66,Medium,Groundnut,Madhya Pradesh,Ujjain,Cotton,RCH2,258,231,4534
Bajra seed,ICTP8203,HYV,Old,Bajra,Kharif,Sandy,"Light sandy soil, fast drainage, low water retention",6.6,27,45,353,57,Medium,Gram,Gujarat,Ahmedabad,Bajra,ICTP8203,129,821,1917
Rice seed,BPT5204,Desi,Fresh,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",6.1,24,71,1089,30,Low,Pulses,Punjab,Bathinda,Rice,Swarna,381,1786,2381
Bajra seed,RHB121,Desi,Fresh,Bajra,Kharif,Sandy,"Light sandy soil, fast drainage, low water retention",6.3,30,41,400,30,Low,Gram,Karnataka,Mysuru,Bajra,RHB121,137,536,3531
Maize seed,PMH1,HYV,Fresh,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",6.5,26,65,592,44,Low,Rice,Odisha,Puri,Maize,DHM117,170,1708,2653
Gram seed,JG16,HYV,Fresh,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.8,21,59,387,46,High,Soybean,Punjab,Bathinda,Gram,JG11,476,1162,3309
Wheat seed,HD2967,HYV,Fresh,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",7.3,15,66,542,70,Low,Maize,Tamil Nadu,Madurai,Wheat,Lok1,288,853,3610
Maize seed,HQPM1,HYV,Fresh,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",6.2,22,68,733,27,Low,Rice,Rajasthan,Bikaner,Maize,Ganga5,267,576,3150
Wheat seed,HD2967,Desi,Old,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",7.4,20,64,610,64,High,Soybean,West Bengal,Kolkata,Wheat,HD3086,319,303,3913
Maize seed,DHM117,Hybrid,Fresh,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",6.8,25,62,536,28,Low,Wheat,Tamil Nadu,Chennai,Maize,HQPM1,327,1280,4292
Gram seed,Pusa372,Hybrid,Old,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.7,22,36,313,72,Low,Rice,Bihar,Muzaffarpur,Gram,Pusa372,209,393,2343
Bajra seed,RHB121,Hybrid,Old,Bajra,Kharif,Sandy,"Light sandy soil, fast drainage, low water retention",6.1,30,40,370,42,Medium,Gram,Karnataka,Belagavi,Bajra,ICTP8203,155,324,1731
Soybean seed,JS335,Desi,Old,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.4,20,56,750,83,Low,Wheat,Maharashtra,Akola,Soybean,NRC37,295,782,3667
Gram seed,Pusa372,HYV,Fresh,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.7,23,53,357,76,Low,Rice,Chhattisgarh,Raipur,Gram,JG11,250,284,4639
Rice seed,IR64,Desi,Old,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",6.7,31,89,906,26,Medium,Wheat,Rajasthan,Kota,Rice,BPT5204,54,1651,3644
Wheat seed,HD2967,Desi,Fresh,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.2,16,56,541,45,Medium,Maize,Uttar Pradesh,Meerut,Wheat,HD2967,357,816,3031
Maize seed,HQPM1,HYV,Fresh,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",6.3,30,62,764,68,High,Wheat,Gujarat,Rajkot,Maize,PMH1,173,809,3727
Gram seed,JG16,Desi,Old,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.9,17,41,368,37,Medium,Rice,Madhya Pradesh,Jabalpur,Gram,Pusa372,148,800,4234
Soybean seed,JS9560,Hybrid,Old,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.2,24,59,665,43,High,Fallow,Gujarat,Rajkot,Soybean,NRC37,497,985,2819
Cotton seed,Bt Cotton,Desi,Old,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.1,25,59,762,63,Low,Groundnut,Telangana,Hyderabad,Cotton,RCH2,319,1266,2333
Rice seed,BPT5204,HYV,Fresh,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",5.7,28,76,1349,43,High,Wheat,Gujarat,Junagadh,Rice,BPT5204,483,1874,4167
Cotton seed,Bunny Bt,HYV,Fresh,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.9,32,53,833,78,High,Soybean,Bihar,Muzaffarpur,Cotton,Bollgard,95,120,1887
Cotton seed,Bunny Bt,HYV,Old,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.0,29,64,621,72,Medium,Soybean,Bihar,Muzaffarpur,Cotton,Bunny Bt,103,338,2957
Gram seed,JG16,Desi,Old,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.7,18,57,300,74,High,Soybean,Madhya Pradesh,Jabalpur,Gram,Pusa372,430,227,4243
Soybean seed,NRC37,Desi,Old,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.5,27,70,858,42,Low,Cotton,Gujarat,Ahmedabad,Soybean,JS335,270,511,3979
Bajra seed,ICTP8203,Hybrid,Fresh,Bajra,Kharif,Sandy,"Light sandy soil, fast drainage, low water retention",5.9,29,57,500,57,Medium,Gram,Odisha,Puri,Bajra,HHB67,180,756,4202
Gram seed,JG11,HYV,Old,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.5,23,55,439,74,Low,Rice,Tamil Nadu,Madurai,Gram,JG16,289,1272,4995
Soybean seed,JS9560,Hybrid,Fresh,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.7,21,70,847,30,Medium,Fallow,Gujarat,Surat,Soybean,NRC37,371,1006,4658
Mustard seed,Pusa Bold,Hybrid,Old,Mustard,Rabi,Alluvial,River-deposited fertile alluvium with good organic matter,7.3,18,46,429,40,High,Bajra,Tamil Nadu,Chennai,Mustard,Varuna,126,639,4090
Cotton seed,Bollgard,HYV,Old,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.7,24,61,736,67,Medium,Soybean,Karnataka,Raichur,Cotton,Bt Cotton,310,1631,1734
Maize seed,DHM117,HYV,Fresh,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",6.1,23,58,767,42,Medium,Fallow,Telangana,Nizamabad,Maize,DHM117,262,1493,4262
Wheat seed,Lok1,Hybrid,Old,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.6,20,46,474,29,Low,Soybean,Odisha,Puri,Wheat,HD3086,65,615,4737
Maize seed,PMH1,Hybrid,Fresh,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",5.9,29,62,791,57,Low,Wheat,Maharashtra,Pune,Maize,PMH1,484,940,3831
Maize seed,DHM117,HYV,Old,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",6.4,23,74,699,45,Low,Rice,Tamil Nadu,Thanjavur,Maize,Ganga5,144,1315,2709
Rice seed,IR64,HYV,Fresh,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",5.6,25,75,1036,65,Low,Pulses,Uttar Pradesh,Kanpur,Rice,IR64,306,454,1757
Maize seed,PMH1,Hybrid,Old,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",6.3,30,54,726,47,Low,Wheat,Andhra Pradesh,Anantapur,Maize,Ganga5,197,1479,4010
Rice seed,IR64,Desi,Fresh,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",6.3,31,83,1337,71,Medium,Fallow,Rajasthan,Jaipur,Rice,MTU7029,259,1250,3910
Cotton seed,RCH2,HYV,Fresh,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.2,23,66,844,25,Medium,Soybean,Bihar,Patna,Cotton,Bt Cotton,137,1892,2518
